time,year,month,day,hour,GB_rain,DF_rain,QC_rain,BJ_rain,GA_rain,WL_rain,GZ_rain,avg_rain,GB_out,GZ_in,GZ_out
2025-01-01 00:00:00,2025,1.0,1.0,0.0,,,,,,,,,0.0,166.639,8.254
2025-01-01 01:00:00,2025,1.0,1.0,1.0,,,,,,,,,0.0,176.746,8.264
2025-01-01 02:00:00,2025,1.0,1.0,2.0,,,,,,,,,0.0,203.706,8.285
2025-01-01 03:00:00,2025,1.0,1.0,3.0,,,,,,,,,0.0,203.817,8.299
2025-01-01 04:00:00,2025,1.0,1.0,4.0,,,,,,,,,0.0,153.134,8.297
2025-01-01 05:00:00,2025,1.0,1.0,5.0,,,,,,,,,0.0,112.589,8.297
2025-01-01 06:00:00,2025,1.0,1.0,6.0,,,,,,,,,0.0,92.317,8.297
2025-01-01 07:00:00,2025,1.0,1.0,7.0,,,,,,,,,0.0,65.47,8.293
2025-01-01 08:00:00,2025,1.0,1.0,8.0,,,,,,,,,0.0,25.194,8.293
2025-01-01 09:00:00,2025,1.0,1.0,9.0,,,,,,,,,0.0,7.9,8.292
2025-01-01 10:00:00,2025,1.0,1.0,10.0,,,,,,,,,0.0,7.9,8.288
2025-01-01 11:00:00,2025,1.0,1.0,11.0,,,,,,,,,0.0,7.9,8.288
2025-01-01 12:00:00,2025,1.0,1.0,12.0,,,,,,,,,0.0,7.9,8.285
2025-01-01 13:00:00,2025,1.0,1.0,13.0,,,,,,,,,0.0,7.9,8.285
2025-01-01 14:00:00,2025,1.0,1.0,14.0,,,,,,,,,0.0,7.9,8.283
2025-01-01 15:00:00,2025,1.0,1.0,15.0,,,,,,,,,0.0,7.9,8.281
2025-01-01 16:00:00,2025,1.0,1.0,16.0,,,,,,,,,0.0,7.9,8.281
2025-01-01 17:00:00,2025,1.0,1.0,17.0,,,,,,,,,0.0,7.9,8.281
2025-01-01 18:00:00,2025,1.0,1.0,18.0,,,,,,,,,0.0,7.9,8.281
2025-01-01 19:00:00,2025,1.0,1.0,19.0,,,,,,,,,0.0,21.802,8.292
2025-01-01 20:00:00,2025,1.0,1.0,20.0,,,,,,,,,0.0,52.221,8.306
2025-01-01 21:00:00,2025,1.0,1.0,21.0,,,,,,,,,0.0,96.165,8.327
2025-01-01 22:00:00,2025,1.0,1.0,22.0,,,,,,,,,0.0,129.972,8.344
2025-01-01 23:00:00,2025,1.0,1.0,23.0,,,,,,,,,0.0,156.652,8.358
